Company,Region,City,Founded,Employees,Revenue_funding,Web,Genres,Sample_games,Internship,Remote,Ownership,Notes
Konami Digital Entertainment US,Publishers / platforms,USA,—,inside Konami,western publishing,https://www.konami.com,publish,eFootball; Silent Hill west,unknown,office,Konami,Konami western operation.
Limited Run Games,Publishers / platforms,"Apex, NC (USA)",2015,~100+,physical special edition,https://limitedrungames.com,physical release,multiple special edition,unknown,office,independent,Physical collection publisher.
Maximum Entertainment,Publishers / platforms,global,2022,~200+,AA publisher,https://www.maximument.com,publish,Modus portfolio; various AA,unknown,mixed,private,Modus merger.
Merge Games,Publishers / platforms,Liverpool / Widnes (UK),2011,small/medium,indie publishing,https://www.mergegames.com,publish,various indie/AA,unknown,office,independent,UK indie publishing.
Modus Games,Publishers / platforms,Galveston / global,2018 (Maximum legacy),~100+,AA publisher,https://www.modusgames.com,publish,Remnant (early period); various AA,unknown,mixed,Maximum Entertainment,AA/multiplatform publishing.
NetherRealm Studios,Publishers / platforms,"Chicago, IL (USA)",2009 (Midway legacy),~200–300,MK / Injustice,https://www.netherrealm.com,fighting,Mortal Kombat; Injustice,unknown,office,Warner Bros. Games,Ed Boon fighting studio.
New Blood Interactive,Publishers / platforms,USA,2014,small,retro FPS publishing,https://newblood.games,indie publishing / FPS,Dusk; Ultrakill; Faith,unknown,remote,independent,Boomer shooter wave.
Nintendo Publishing,Publishers / platforms,Kyoto (Japan),—,Nintendo,first-party + third,https://www.nintendo.com,publish,Mario; Zelda; third-party Switch,—,—,Nintendo,Nintendo publishing umbrella.
NIS America,Publishers / platforms,California (USA),2003,~50-100,JRPG western publishing,https://www.nisamerica.com,publish,Disgaea west; VN/JRPG,unknown,office,Nippon Ichi,JRPG/VN western publishing.
Panic,Publishers / platforms,"Portland, OR (USA)",1997,~50–100,software + game publishing,https://panic.com,indie publishing; Mac software,Firewatch; Untitled Goose Game; Playdate,unknown,hybrid,independent,Playdate hardware + curated game.
Paradox Arc,Publishers / platforms,Stockholm (Sweden),2021,Inside Paradox,niche strategy publisher,https://www.paradoxinteractive.com,publish,third-party strategy/sim,unknown,hybrid,Paradox Interactive,Paradox niche publishing label.
Phoenixx,Publishers / platforms,Tokyo (Japan),2019,small/medium,indie/AA publishing,https://phoenixx.jp,publish,various JP/indie,unknown,office,independent,Japanese publisher.
Playism / Active Gaming Media,Publishers / platforms,Osaka / Tokyo (Japan),2011,~50-100,Japanese indie to the west,https://playism.com,indie publication / loc.,Touhou related; various JP indie,unknown,office,Active Gaming Media,JP indie export publisher.
PlayStack,Publishers / platforms,London (UK),2016,small/medium,mobile/indie publishing,https://playstack.com,publish,various mobile/indie,unknown,hybrid,independent,UK publisher.
PlayStation Publishing / SIE,Publishers / platforms,San Mateo / Tokyo,—,SIE,console publishing,https://www.playstation.com,publish,God of War; Spider-Man; Helldivers 2,—,—,Sony,SIE publishing umbrella.
Plug In Digital,Publishers / platforms,Montpellier (France),2012,~50-100,publishing / distribution,https://www.plugin-digital.com,publishing; distribution,Dear Villagers; various,unknown,office,independent,French publishing/distribution.
Portkey Games,Publishers / platforms,London / global (WB label),2017,small publishing unit,Hogwarts Legacy (Avalanche),https://www.portkeygames.com,publisher; Harry Potter IP,Hogwarts Legacy; Wonderbook (historical),unknown,mixed,Warner Bros. Games,HP gaming label.
Private Division,Publishers / platforms,New York (Take-Two label),2017,small publishing unit,Inside Take-Two,https://www.privatedivision.com,indie-AA publishing,Kerbal Space Program 2; The Outer Worlds (historical),unknown,mixed,Take-Two,AA/indie publishing branch.
Pub Games,Publishers / platforms,USA,2020,small,indie publishing,https://www.pub.games,indie publishing,various indie,unknown,remote,independent,Small indie publishing.
Ravenscourt,Publishers / platforms,Germany,2014,inside Plaion,indie-AA publishing,https://www.ravenscourt.games,publish,various indie/AA,unknown,hybrid,Embracer / Plaion,Plaion indie label.
Raw Fury,Publishers / platforms,Stockholm (Sweden),2015,small/medium,indie publishing,https://rawfury.com,indie publishing,Kingdom; Sable; Norco,unknown,remote / EU,independent,European curator publishing.
Rebellion Publishing,Publishers / platforms,Oxford (UK),—,Rebellion internal,publisher / comic,https://rebellion.com,publish,Sniper Elite; 2000 AD games,unknown,office,Rebellion,Rebellion publishing.
Robot Teddy,Publishers / platforms,UK / global,2018,small,indie publishing / consulting,https://www.robotteddy.com,indie publishing,Various indie (No Man's Sky consulting historical),unknown,remote,independent / associated with Thunderful,Indie publishing and strategy.
Sega Europe,Publishers / platforms,London (UK),—,In-house Sega,European publisher,https://www.sega.co.uk,publish,Total War; Football Manager; Sonic Europe,unknown,office,Sega,Sega Europe.
Sega of America,Publishers / platforms,"Irvine, CA (USA)",—,In-house Sega,US publishing,https://www.sega.com,publish,Sonic; Total War west,unknown,office,Sega,Sega America.
Skybound Games,Publishers / platforms,"Los Angeles, CA (USA)",2018,small/medium,TWD IP,https://www.skybound.com,publishing / IP,TWD games; Invincible,unknown,mixed,Skybound Entertainment,Kirkman IP publishing.
Slitherine,Publishers / platforms,UK / Italy,2000,~100-200,wargame publishing,https://www.slitherine.com,wargame publishing,Panzer Corps; wargames,unknown,mixed,independent,Wargame publisher.
Soedesco,Publishers / platforms,Rotterdam (Netherlands),2000,~50-100,publish,https://www.soedesco.com,publish,various AA/indie,unknown,office,independent,Dutch publishing.
Sold Out,Publishers / platforms,London (UK),2008,~50-100,physical/digital publishing,https://www.soldout.games,publishing; distribution,various (Fireshine relationship),unknown,office,independent / Fireshine origin,BK publishing/distribution; connected with Fireshine.
Sony Interactive Entertainment America,Publishers / platforms,"San Mateo, CA (USA)",1995,SIE internal,America PlayStation publishing,https://www.playstation.com,publisher / platform,PlayStation America portfolio,unknown,office,Sony,SIE America (SIEA).
Sony Interactive Entertainment Europe,Publishers / platforms,London (UK),1995,SIE internal,European PlayStation publishing,https://www.playstation.com,publisher / platform,PlayStation Europe portfolio,unknown,office,Sony,SIE Europe (SIEE).
Special Reserve Games,Publishers / platforms,"Austin, TX (USA)",2017,small,physical special edition,https://specialreservegames.com,physical release,multiple special edition,unknown,hybrid,independent,Physical collection.
Square Enix Collective,Publishers / platforms,London / Tokyo,2014,small unit,indie publishing,https://collective.square-enix.com,indie publishing,various indie,unknown,hybrid,Square Enix,SE indie label.
Square Enix Europe / Eidos,Publishers / platforms,London (UK),2000 (Eidos legacy),in SE,Crystal / Eidos publishing,https://www.square-enix.com,publish,Tomb Raider; Final Fantasy west,unknown,office,Square Enix,Southeast Europe / Eidos legacy.
Strictly Limited Games,Publishers / platforms,Germany / EU,2015,small,physical special edition,https://strictlylimitedgames.com,physical release,very limited edition,unknown,hybrid,independent,European collection publishing.
Super Rare Games,Publishers / platforms,London (UK),2018,small,Switch physical,https://superraregames.com,physical release,limited Switch prints,unknown,hybrid,independent,European physical Switch.
The Arcade Crew,Publishers / platforms,Paris (France),2016,small,indie publishing,https://www.thearcade.crew,indie publishing,Dead Estate; various arcade-indie,unknown,hybrid,independent,French indie publishing.
TinyBuild,Publishers / platforms,"Bellevue, WA / global",2011,~200+,indie publishing,https://www.tinybuild.com,indie publishing,Hello Neighbor; Streets of Rogue,unknown,remote / hybrid,public (BK),Indie publishing + studio network.
Tripwire Interactive,Publishers / platforms,"Roswell, GA (USA)",2005,~100–200,publishing + development,https://www.tripwireinteractive.com,FPS / publishing,Killing Floor; Maneater (publishing),unknown,office,independent,FPS + publishing hybrid.
Versus Evil,Publishers / platforms,"Baltimore, MD (USA)",2013,closed (2023),indie publishing,https://www.versusevil.com,indie publishing,Banner Saga; various RPGs,-,-,closed,Historical indie publisher.
Warner Bros. Games,Publishers / platforms,"Burbank, CA (USA)",—,thousands,TT Games; Rocksteady; Avalanche Montreal etc.,https://www.wbgames.com,publishing; licensed IP,MultiVersus; Hogwarts Legacy (Portkey); Mortal Kombat (NetherRealm),unknown,mixed,Warner Bros. Discovery,DC/HP IP; studio network variable.
Whitethorn Games,Publishers / platforms,USA,2019,small,cozy publishing,https://whitethorngames.com,indie publishing,various cozy/narrative,unknown,remote,independent,Cozy/narrative publishing.
Wired Productions,Publishers / platforms,London (UK),2015,small/medium,indie-AA publishing,https://wiredproductions.com,publish,various AA/indie,unknown,hybrid,independent,British publishing.
Xbox Game Studios Publishing,Publishers / platforms,"Redmond, WA (USA)",—,Microsoft Gaming,first party + third-party,https://www.xbox.com,publish,Halo; Forza; Indiana Jones,—,—,Microsoft,Xbox publishing umbrella.
XSEED Games,Publishers / platforms,"Torrance, CA (USA)",2004,~30-60,JRPG publishing,https://www.xseedgames.com,publish,Story of Seasons west,unknown,office,Marvelous,JRPG western publishing.
AEVI,Ecosystem / fair / association,Madrid (Spain),—,—,—,https://www.aevi.org.es,trade association,—,—,—,STK,Spain video game association.
BitSummit,Ecosystem / fair / association,Kyoto (Japan),2012,—,—,https://bitsummit.org,indie fair,—,—,—,event,Japan indie showcase.
Brazil Game Show,Ecosystem / fair / association,São Paulo (Brazil),2009,—,—,https://www.brazilgameshow.com.br,fair,—,—,—,event,LatAm major consumer fair.
CERO,Ecosystem / fair / association,Tokyo (Japan),2002,—,—,https://www.cero.gr.jp,rating,—,—,—,STK,Japan game rating.
ChinaJoy,Ecosystem / fair / association,Shanghai (China),2004,—,—,https://www.chinajoy.net,fair,—,—,—,various,China consumer/game fair.
D.I.C.E. Summit / Academy of Interactive Arts,Ecosystem / fair / association,Los Angeles / Las Vegas (USA),1998,—,—,https://www.interactive.org,award / conference,—,—,—,STK,Annual D.I.C.E. awards.
Dataspelsbranschen,Ecosystem / fair / association,Sweden,—,—,—,https://dataspelsbranschen.se,trade association,—,—,—,STK,Sweden game industry association.
DevGAMM,Ecosystem / fair / association,Vilnius / Europe,2014,—,—,https://devgamm.com,conference,—,—,—,event,Eastern European game conference.
EGDF,Ecosystem / fair / association,Brussels / EU,—,—,—,https://www.egdf.eu,trade association,—,—,—,STK,European game developer federation.
ESA (Entertainment Software Association),Ecosystem / fair / association,"Washington, D.C. (USA)",1994,—,—,https://www.theesa.com,trade association,—,E3 historical,—,STK,US publisher/developer association; E3.
ESRB,Ecosystem / fair / association,New York / USA,1994,—,—,https://www.esrb.org,rating,—,—,—,STK,US game rating agency.
G-STAR,Ecosystem / fair / association,Busan (South Korea),2005,—,—,https://www.gstar.or.kr,fair,—,—,—,event,Korean game fair.
Game Connection,Ecosystem / fair / association,Paris / global,2001,—,—,https://www.game-connection.com,B2B matchmaking,—,—,—,private,Developer-publisher matchmaking.
game Verband,Ecosystem / fair / association,Berlin (Germany),2004,—,—,https://www.game.de,trade association,—,—,—,STK,Germany game industry association.
Games Industry Poland,Ecosystem / fair / association,Warsaw (Poland),—,—,—,https://gamesindustry.pl,trade / portal,—,—,—,STK / platform,Poland game industry network.
gamescom / Koelnmesse,Ecosystem / fair / association,Cologne (Germany),2009 (gamescom),—,—,https://www.gamescom.global,fair,—,—,—,Koelnmesse / game Verband,Europe's largest consumer fair.
Gamescom Asia / Singapore,Ecosystem / fair / association,Singapore,2022,—,—,https://www.gamescom.asia,fair,—,—,—,Koelnmesse,Asia gamescom branch.
GDC / Informa Tech,Ecosystem / fair / association,San Francisco (USA),1988,—,—,https://gdconf.com,conference,—,—,—,Informa,The main conference of the industry; recruitment/networking.
IGDA,Ecosystem / fair / association,global (registered in the USA),1994,—,—,https://igda.org,professional organization,—,department internship/mentor programs,—,STK,International game developer association.
IIDEA,Ecosystem / fair / association,Milan (Italy),—,—,—,https://iidea.it,trade association,—,—,—,STK,Italy game and esports association.
IndieCade,Ecosystem / fair / association,Los Angeles / global (USA),2005,—,—,https://www.indiecade.com,indie festival / award,—,—,—,STK,Indie celebration and showcase.
Jump Festa,Ecosystem / fair / association,Chiba (Japan),1999,—,—,https://www.jumpfesta.com,consumer fair,—,—,—,Shueisha,Anime/game Jump showcase.
MIGS / Montréal International Game Summit,Ecosystem / fair / association,Montréal (Canada),2004,—,—,https://migs2025.com,conference,—,—,—,event,Canada game conference (MIGS).
Nordic Game / EGDF notu,Ecosystem / fair / association,Malmö / AB,—,—,—,https://nordicgame.com,ecosystem / fund network,—,—,—,STK / network,Entry into European indie and fund network.
Partner Transmedia / Korea — G-STAR,Ecosystem / fair / association,Busan (South Korea),2005,—,—,https://www.gstar.or.kr,fair,—,—,—,event,Korea international game fair.
PAX / ReedPop,Ecosystem / fair / association,USA / AUS / UK,2004,—,—,https://www.paxsite.com,consumer fair,—,—,—,ReedPop,Penny Arcade Expo network.
PAX Australia,Ecosystem / fair / association,Melbourne (Australia),2013,—,—,https://aus.paxsite.com,consumer fair,—,—,—,ReedPop,PAX Australia.
PAX East,Ecosystem / fair / association,"Boston, MA (USA)",2010,—,—,https://east.paxsite.com,consumer fair,—,—,—,ReedPop,PAX East USA
